acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,activity
-0.9022394064081732,0.27382183093934254,1.9553592294513071,0.07993714559997596,-0.10455815552200667,0.1561083843221103,0.0
-0.9343267814448284,0.315700147554013,1.9811133153556664,-0.0031548451434185547,-0.010975134145758687,0.11502223412938448,0.0
-0.9450226147294384,0.3366393058613481,1.9553592294513071,-0.04417494468128697,0.2078067854784514,0.08626192231289978,0.0
-0.959283725775585,0.3104653465230738,1.9811133153556664,-0.031027475071536907,0.2558629314342498,0.06297976830982961,0.0
-0.969979559060195,0.3052305684003453,1.9753901851546978,-0.051011625799510574,0.2640830746525518,0.09516392040772766,0.0
-0.969979559060195,0.2842914100930101,1.9896980106571194,0.003681835974805045,0.20211593014801796,0.11570699550409055,0.0
-0.994936378573777,0.2528826726320073,1.978251750255182,0.06836737632023919,0.21096838376994057,0.019839300585102613,0.0
-1.0198933229045333,0.2947609892466777,1.9639439247527604,0.10938747265097591,0.17872016757373932,0.020524070311779417,0.0
-1.0198933229045333,0.279056609062071,1.9896980106571194,0.10149899345083124,0.0320224688112845,0.0807837644994853,0.0
-1.0127627673814603,0.279056609062071,1.9753901851546978,0.036813454508517196,0.020008432322334922,0.10338114877587866,0.0
-1.0341544339506799,0.2842914100930101,1.9324669090090834,0.05995299647556813,0.15975063952265306,0.08968577094628385,0.0
-1.041284927065166,0.26858702990840344,1.983974880456151,0.12358674034264705,0.08829874641703829,0.10269637904920186,0.0
-1.0127627673814603,0.2842914100930101,1.9925595757576038,0.11254286689673913,0.12117926530462898,0.13351100839768767,0.0
-1.0091974896199234,0.2895261882157386,1.978251750255182,0.07678175456134441,0.06427066958302356,0.14789114760198857,0.0
-1.0198933229045333,0.2947609892466777,1.9725286200542134,0.10938747265097591,0.05415358744162883,0.14378254594586912,0.0
-1.0377196493036296,0.2895261882157386,1.9725286200542134,0.2045751349221994,0.07122616500127578,0.13419576977239378,0.0
-1.0341544339506799,0.3052305684003453,1.983974880456151,0.24980242678775205,-0.02488612305420533,0.13419576977239378,0.0
-1.02345860066607,0.3418740839840766,1.978251750255182,0.21298951957756793,-0.010342816993935959,0.1424130064925155,0.0
-1.02345860066607,0.3418740839840766,1.978251750255182,0.1893240691486072,0.09082801116821365,0.12186992304418186,0.0
-1.0270238784276067,0.3366393058613481,1.9582207945517915,0.15882195042994957,0.09525423797917495,0.12118515331750507,0.0
-1.0198933229045333,0.3261697267076805,1.9553592294513071,0.12148314417880489,0.06743226016228163,0.14378254594586912,0.0
-1.0555460381113126,0.315700147554013,1.983974880456151,0.11990544705592328,-0.00022573364750511093,0.17185807968370628,0.0
-1.0555460381113126,0.315700147554013,1.983974880456151,0.10938747265097591,-0.05334041898695026,0.18555345751330107,0.0
-1.0555460381113126,0.3261697267076805,1.9725286200542134,0.1172759518511206,0.044668823416085704,0.2239005455032612,0.0
-1.0555460381113126,0.3261697267076805,1.9725286200542134,0.14251908657443624,-0.11214596519999495,0.23006346469138164,0.0
-1.0448502048267025,0.32093492567674137,1.9668054898532448,0.23297367030554167,-0.08875021033794739,0.18555345751330107,0.0
-1.0448502048267025,0.32093492567674137,1.9668054898532448,0.28030455833493656,-0.0969703381317873,0.18076007777853412,0.0
-1.0519807603497762,0.3366393058613481,1.969667054953729,0.28503764328931797,-0.08748557410624418,0.15953222460352365,0.0
-1.0270238784276067,0.3418740839840766,1.978251750255182,0.24822472325060702,-0.014136722796958986,0.15131500458734334,0.0
-1.0270238784276067,0.315700147554013,1.9639439247527604,0.14882987506596268,-0.025518441170056957,0.18623823559194858,0.0
-1.0020669340968504,0.2999957673694062,1.9553592294513071,0.13147521954279173,0.06996152876957255,0.1294023900376268,0.0
-1.0377196493036296,0.3366393058613481,1.978251750255182,0.10675797744617321,-0.010342816993935959,0.1561083843221103,0.0
-1.0662418713959225,0.3418740839840766,1.9610823596522757,0.08835152384108116,-0.021092218215211202,0.20678131068831157,0.0
-1.0198933229045333,0.3523436631377442,1.9238822137076304,0.11306876593769967,0.09525423797917495,0.16090176405687728,0.0
-0.9878059478678779,0.3418740839840766,1.983974880456151,0.13042342146087066,0.21033605794185786,0.11707653495744419,0.0
-1.0448502048267025,0.3523436631377442,1.9982827059585724,0.11096516977385752,0.1926311661224749,0.17596669804376713,0.0
-1.0127627673814603,0.36281324229141176,1.9982827059585724,0.151459363856502,0.2609214763610626,0.10269637904920186,0.0
-1.0091974896199234,0.37328284435329007,2.006867401260026,0.11780185089208113,0.2394226758465699,0.08694669203957661,0.0
-1.0341544339506799,0.39945678078335367,2.0183136616619635,0.11937954801496274,0.12434085588388705,0.10269637904920186,0.0
-1.0091974896199234,0.37328284435329007,1.9753901851546978,0.1146464630605813,0.10790059258397615,0.07462084531136473,0.0
-1.0270238784276067,0.38375242350695754,2.0154520965614786,0.1898499746038311,0.04213955095267926,0.10338114877587866,0.0
-1.0555460381113126,0.3785176224760185,2.0268983569634162,0.27925274742448875,-0.0033873220576981894,0.1492606870553422,0.0
-1.02345860066607,0.36281324229141176,1.9954211408580877,0.2960815167352259,-0.100764246826897,0.12050038359082824,0.0
-0.994936378573777,0.3942220026606252,2.0040058361595414,0.41966769514700153,-0.3227077666706541,0.03764330095074364,0.0
-1.0020669340968504,0.3942220026606252,2.0297599220639007,0.5816445227916865,-0.7811381153105241,0.19650977314013007,0.0
-1.0163280451429966,0.41516116096796063,1.969667054953729,0.5369431107243042,-0.5933397351615988,0.21910716576849412,0.0
-1.0020669340968504,0.4413350973980241,1.983974880456151,0.4364964644577388,-0.5775317591286152,0.32113779657954405,0.0
-0.969979559060195,0.45180469945990215,1.9725286200542134,0.3302649223263439,-0.3884687890213733,0.3677021045856845,0.0
-0.9521531702525116,0.4570394546744201,1.969667054953729,0.3655001388279098,-0.06661909170760308,0.30881192479542,0.0
-0.9343267814448284,0.46227425570535946,1.9496360992503385,0.29502970582477805,-0.19308263775561507,0.2841602480429379,0.0
-0.9664142812986581,0.43086554115256726,1.9038512580042397,0.41861590989360725,-0.39289502354456557,0.16980377885564657,0.0
-1.005632211858387,0.4570394546744201,1.9009896929037553,0.5516682582141458,-0.43399566251376503,0.1109136157693236,0.0
-0.9557184480140484,0.4570394546744201,1.9238822137076304,0.5416762213357393,-0.4807871876623224,0.09584869013440447,0.0
-0.9450226147294384,0.4884482150436337,1.898128127803271,0.331842625863489,-0.3694992609702869,0.07804468559277807,0.0
-0.920065795215856,0.4884482150436337,1.8666509116979428,0.17249531266639676,-0.181700911670286,0.10269637904920186,0.0
