acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,activity
-0.7023865027411599,-0.3689707829279523,3.470422921901819,0.0390100673197783,-0.013705628090915642,-0.17396155155128956,0.0
-0.7095925446088122,-0.3501963965998935,3.437067600764657,-0.005418912672949547,-0.006791785554048813,-0.206550626952366,0.0
-0.7095925446088122,-0.35958358291729947,3.4315083805751296,-0.12210601178036733,-0.1287268775334919,-0.09758089754037777,0.0
-0.7095925446088122,-0.35958358291729947,3.4148307200065484,-0.10990024879863541,-0.11992743182068764,-0.09147044745533754,0.0
-0.767240753411501,-0.34706732536526025,3.3925938392484407,-0.040083278111908115,-0.07907290077006472,-0.09656248815776333,0.0
-0.7708436482067985,-0.287615101993074,3.331442611786952,-0.020065827060061093,0.021492129845636285,-0.1454461136806709,0.0
-0.7564316906100228,-0.32829293903720147,3.3536792979217513,-0.041547970741586046,0.09754443033188735,-0.15766701385075138,0.0
-0.6843713980720294,-0.3501963965998935,3.3925938392484407,-0.1348000056386586,-0.06901639138400273,-0.11489384462353043,0.0
-0.6771653562043771,-0.3501963965998935,3.4481860411437104,-0.13577646739177723,-0.07907290077006472,-0.09248885683795201,0.0
-0.7384165859408922,-0.33768013904785427,3.4481860411437104,-0.07914172330078607,-0.04701779243409367,-0.09859930692299222,0.0
-0.7636377324776747,-0.3157766814851622,3.3203241714078984,-0.03666566495340988,0.02714891254227077,-0.10063612568822111,0.0
-0.7636377324776747,-0.3157766814851622,3.3203241714078984,-0.08158287614835201,-0.012448564417657909,-0.09248885683795201,0.0
-0.7276075231394139,-0.3189057527197955,3.3981530594379676,-0.13870585265113308,-0.0055347218807910645,-0.13220679170668312,0.0
-0.6843713980720294,-0.33768013904785427,3.4593044815227647,-0.12942946897392313,0.0020076563257300467,-0.17294314216867512,0.0
-0.6843713980720294,-0.33768013904785427,3.4593044815227647,-0.07425941788478703,0.012692689882370121,-0.12507793844967488,0.0
-0.7023865027411599,-0.32829293903720147,3.3981530594379676,-0.051800813194497676,0.05040457540500166,-0.13831724800236977,0.0
